route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
"91190","691","1872048","","1",,
"91190","691","1872049","","1",,
"91190","691","1872050","","1",,
"91190","691","1872051","","1",,
"91190","691","1872052","","1",,
"91190","691","1872053","","1",,
"91190","691","1872054","","1",,
"91190","691","1872055","","1",,
"91190","691","1872056","","1",,
"91190","691","1872057","","1",,
"91190","691","1872058","","1",,
"91191","692","1872059","","0",,
"91191","692","1872060","","0",,
"91191","692","1872061","","0",,
"91191","692","1872062","","0",,
"91191","692","1872063","","0",,
"91191","692","1872064","","0",,
"91191","692","1872065","","0",,
"91191","692","1872066","","0",,
"91191","692","1872067","","0",,
"91191","692","1872068","","0",,
"91191","692","1872069","","0",,
"91191","692","1872070","","0",,
"91191","692","1872071","","0",,
"91191","692","1872072","","0",,
"91191","692","1872073","","0",,
"91191","692","1872074","","0",,
"91191","692","1872075","","0",,
"91191","692","1872076","","0",,
"91191","692","1872077","","0",,
"91191","692","1872078","","0",,
"91191","692","1872079","","0",,
"91191","692","1872111","","0",,
"91191","692","1872112","","0",,
"91191","692","1872113","","0",,
"91191","692","1872114","","0",,
"91191","692","1872115","","0",,
"91191","692","1872116","","0",,
"91191","692","1872117","","0",,
"91191","692","1872118","","0",,
"91191","692","1872119","","0",,
"91191","692","1872120","","0",,
"91191","692","1872121","","0",,
"91191","692","1872122","","0",,
"91191","692","1872123","","0",,
"91191","692","1872124","","0",,
"91191","692","1872125","","0",,
"91191","692","1872126","","0",,
"91191","692","1872127","","0",,
"91191","692","1872128","","0",,
"91191","692","1872129","","0",,
"91191","692","1872130","","0",,
"91191","692","1872131","","0",,
"91191","692","1872132","","0",,
"91191","692","1872133","","0",,
"91191","692","1872134","","0",,
"91191","692","1872135","","0",,
"91191","692","1872136","","0",,
"91191","692","1872137","","0",,
"91191","692","1872138","","0",,
"91191","692","1872139","","0",,
"91191","692","1872140","","0",,
"91191","692","1872141","","0",,
"91191","692","1872142","","0",,
"91191","692","1872143","","0",,
"91191","692","1872144","","0",,
"91191","692","1872145","","0",,
"91191","692","1872146","","0",,
"91191","692","1872147","","0",,
"91191","692","1872148","","0",,
"91191","692","1872149","","0",,
"91191","692","1872150","","0",,
"91191","692","1872151","","0",,
"91191","692","1872152","","0",,
"91191","692","1872153","","0",,
"91191","692","1872154","","0",,
"91191","692","1872155","","0",,
"91191","692","1872156","","0",,
"91191","692","1872157","","0",,
"91191","692","1872158","","0",,
"91191","692","1872159","","0",,
"91191","692","1872160","","0",,
"91191","692","1872161","","0",,
"91191","692","1872162","","0",,
"91191","692","1872163","","0",,
"91191","692","1872164","","0",,
"91191","692","1872165","","0",,
"91191","692","1872166","","0",,
"91191","692","1872167","","0",,
"91191","692","1872168","","0",,
"91191","692","1872169","","0",,
"91191","692","1872170","","0",,
"91191","692","1872171","","0",,
"91191","692","1872172","","0",,
"91191","692","1872175","","0",,
"91191","692","1872176","","0",,
"91191","692","1872177","","0",,
"91191","692","1872178","","0",,
"91191","692","1872179","","0",,
"91191","692","1872180","","0",,
"91191","692","1872181","","0",,
"91191","692","1872182","","0",,
"91191","692","1872183","","0",,
"91191","692","1872184","","0",,
"91191","692","1872185","","0",,
"91191","692","1872186","","0",,
"91191","692","1872187","","0",,
"91191","692","1872188","","0",,
"91191","692","1872189","","0",,
"91191","692","1872190","","0",,
"91191","692","1872191","","0",,
"91191","692","1872192","","0",,
"91191","692","1872193","","0",,
"91191","692","1872194","","0",,
"91191","692","1872195","","0",,
"91191","692","1872196","","0",,
"91191","692","1872197","","0",,
"91191","692","1872198","","0",,
"91191","692","1872199","","0",,
"91191","692","1872200","","0",,
"91191","692","1872201","","0",,
"91191","692","1872202","","0",,
"91191","692","1872203","","0",,
"91191","692","1872204","","0",,
"91191","692","1872205","","0",,
"91191","692","1872206","","0",,
"91191","692","1872207","","0",,
"91191","692","1872208","","0",,
"91191","692","1872209","","0",,
"91191","692","1872210","","0",,
"91191","692","1872211","","0",,
"91190","692","1871711","","1",,
"91190","692","1871712","","1",,
"91190","692","1871713","","1",,
"91190","692","1871714","","1",,
"91190","692","1871715","","1",,
"91190","692","1871716","","1",,
"91190","692","1871717","","1",,
"91190","692","1871718","","1",,
"91190","692","1871719","","1",,
"91190","692","1871720","","1",,
"91190","692","1871721","","1",,
"91190","692","1871722","","1",,
"91190","692","1871723","","1",,
"91190","692","1871724","","1",,
"91190","692","1871725","","1",,
"91190","692","1871726","","1",,
"91190","692","1871727","","1",,
"91190","692","1871728","","1",,
"91190","692","1871729","","1",,
"91190","692","1871730","","1",,
"91190","692","1871731","","1",,
"91190","692","1871732","","1",,
"91190","692","1871733","","1",,
"91190","692","1871734","","1",,
"91190","692","1871735","","1",,
"91190","692","1871736","","1",,
"91190","692","1871737","","1",,
"91190","692","1871738","","1",,
"91190","692","1871739","","1",,
"91190","692","1871740","","1",,
"91190","692","1871741","","1",,
"91190","692","1871742","","1",,
"91190","692","1871743","","1",,
"91190","692","1871744","","1",,
"91190","692","1871745","","1",,
"91190","692","1871746","","1",,
"91190","692","1871747","","1",,
"91190","692","1871748","","1",,
"91190","692","1871749","","1",,
"91190","692","1871750","","1",,
"91190","692","1871751","","1",,
"91190","692","1871752","","1",,
"91190","692","1871753","","1",,
"91190","692","1871754","","1",,
"91190","692","1871755","","1",,
"91190","692","1871756","","1",,
"91190","692","1871757","","1",,
"91190","692","1871758","","1",,
"91190","692","1871759","","1",,
"91190","692","1871760","","1",,
"91190","692","1871761","","1",,
"91190","692","1871762","","1",,
"91190","692","1871763","","1",,
"91190","692","1871764","","1",,
"91190","692","1871765","","1",,
"91190","692","1871766","","1",,
"91190","692","1871767","","1",,
"91190","692","1871768","","1",,
"91190","692","1871769","","1",,
"91190","692","1871770","","1",,
"91190","692","1871771","","1",,
"91190","692","1871772","","1",,
"91190","692","1871773","","1",,
"91190","692","1871774","","1",,
"91190","692","1871775","","1",,
"91190","692","1871776","","1",,
"91190","692","1871777","","1",,
"91190","692","1871778","","1",,
"91190","692","1871779","","1",,
"91190","692","1871780","","1",,
"91190","692","1871781","","1",,
"91190","692","1871782","","1",,
"91190","692","1871783","","1",,
"91190","692","1871784","","1",,
"91190","692","1871785","","1",,
"91190","692","1871786","","1",,
"91190","692","1871789","","1",,
"91190","692","1871790","","1",,
"91190","692","1871791","","1",,
"91190","692","1871792","","1",,
"91190","692","1871793","","1",,
"91190","692","1871794","","1",,
"91190","692","1871795","","1",,
"91190","692","1871796","","1",,
"91190","692","1871797","","1",,
"91190","692","1871798","","1",,
"91190","692","1871799","","1",,
"91190","692","1871800","","1",,
"91190","692","1871801","","1",,
"91190","692","1871802","","1",,
"91190","692","1871803","","1",,
"91190","691","1871914","","1",,
"91190","691","1871915","","1",,
"91190","691","1871916","","1",,
"91190","691","1871917","","1",,
"91190","691","1871918","","1",,
"91190","691","1871919","","1",,
"91190","691","1871920","","1",,
"91190","691","1871921","","1",,
"91190","691","1871922","","1",,
"91190","691","1871923","","1",,
"91190","691","1871924","","1",,
"91190","691","1871925","","1",,
"91190","691","1871926","","1",,
"91190","691","1871927","","1",,
"91190","691","1871928","","1",,
"91190","691","1871929","","1",,
"91190","691","1871930","","1",,
"91190","691","1871931","","1",,
"91190","691","1871932","","1",,
"91190","691","1871933","","1",,
"91190","691","1871934","","1",,
"91190","691","1871935","","1",,
"91190","691","1871936","","1",,
"91190","691","1871937","","1",,
"91190","691","1871938","","1",,
"91190","691","1871939","","1",,
"91190","691","1871940","","1",,
"91190","691","1871941","","1",,
"91190","691","1871942","","1",,
"91190","691","1871943","","1",,
"91190","691","1871944","","1",,
"91190","691","1871945","","1",,
"91190","691","1871946","","1",,
"91190","691","1871947","","1",,
"91190","691","1871948","","1",,
"91190","691","1871949","","1",,
"91190","691","1871950","","1",,
"91190","691","1871951","","1",,
"91190","691","1871952","","1",,
"91190","691","1871953","","1",,
"91190","691","1871954","","1",,
"91190","691","1871955","","1",,
"91190","691","1871956","","1",,
"91190","691","1871957","","1",,
"91190","691","1871958","","1",,
"91190","691","1871959","","1",,
"91190","691","1871960","","1",,
"91190","691","1871961","","1",,
"91190","691","1871962","","1",,
"91190","691","1871963","","1",,
"91190","691","1871964","","1",,
"91190","691","1871965","","1",,
"91190","691","1871966","","1",,
"91190","692","1871804","","1",,
"91190","692","1871805","","1",,
"91190","692","1871806","","1",,
"91190","692","1871807","","1",,
"91190","692","1871808","","1",,
"91190","692","1871809","","1",,
"91190","692","1871810","","1",,
"91190","692","1871811","","1",,
"91190","692","1871812","","1",,
"91190","692","1871813","","1",,
"91190","692","1871814","","1",,
"91190","692","1871815","","1",,
"91190","692","1871816","","1",,
"91190","692","1871817","","1",,
"91190","692","1871818","","1",,
"91190","692","1871819","","1",,
"91190","692","1871820","","1",,
"91190","692","1871821","","1",,
"91190","692","1871822","","1",,
"91190","692","1871823","","1",,
"91190","692","1871824","","1",,
"91190","692","1871825","","1",,
"91190","692","1871826","","1",,
"91190","692","1871827","","1",,
"91190","692","1871828","","1",,
"91190","692","1871829","","1",,
"91190","692","1871861","","1",,
"91190","692","1871862","","1",,
"91190","692","1871863","","1",,
"91190","692","1871864","","1",,
"91190","692","1871865","","1",,
"91190","692","1871866","","1",,
"91190","692","1871867","","1",,
"91190","692","1871869","","1",,
"91190","692","1871870","","1",,
"91191","691","1872280","","0",,
"91191","691","1872281","","0",,
"91191","691","1872282","","0",,
"91191","691","1872283","","0",,
"91191","691","1872284","","0",,
"91191","691","1872285","","0",,
"91191","691","1872286","","0",,
"91191","691","1872287","","0",,
"91191","691","1872288","","0",,
"91191","691","1872289","","0",,
"91191","691","1872290","","0",,
"91191","691","1872291","","0",,
"91191","691","1872292","","0",,
"91191","691","1872293","","0",,
"91191","691","1872294","","0",,
"91191","691","1872295","","0",,
"91191","691","1872296","","0",,
"91191","691","1872297","","0",,
"91191","691","1872298","","0",,
"91191","691","1872299","","0",,
"91191","691","1872300","","0",,
"91191","691","1872301","","0",,
"91191","691","1872302","","0",,
"91191","691","1872303","","0",,
"91191","691","1872304","","0",,
"91191","691","1872305","","0",,
"91191","691","1872306","","0",,
"91191","691","1872307","","0",,
"91191","691","1872308","","0",,
"91191","691","1872309","","0",,
"91191","691","1872310","","0",,
"91191","691","1872311","","0",,
"91191","691","1872312","","0",,
"91191","691","1872313","","0",,
"91191","691","1872314","","0",,
"91191","691","1872315","","0",,
"91191","691","1872316","","0",,
"91191","691","1872317","","0",,
"91191","691","1872318","","0",,
"91191","691","1872319","","0",,
"91191","691","1872320","","0",,
"91191","691","1872321","","0",,
"91191","691","1872322","","0",,
"91191","691","1872323","","0",,
"91191","691","1872324","","0",,
"91191","691","1872325","","0",,
"91191","691","1872326","","0",,
"91191","691","1872327","","0",,
"91191","691","1872328","","0",,
"91191","691","1872329","","0",,
"91191","691","1872330","","0",,
"91191","691","1872331","","0",,
"91191","691","1872333","","0",,
"91191","691","1872334","","0",,
"91191","691","1872335","","0",,
"91191","691","1872336","","0",,
"91191","691","1872337","","0",,
"91191","691","1872338","","0",,
"91191","691","1872339","","0",,
"91191","691","1872340","","0",,
"91191","691","1872341","","0",,
"91191","691","1872342","","0",,
"91191","691","1872343","","0",,
"91191","691","1872344","","0",,
"91191","691","1872345","","0",,
"91191","691","1872346","","0",,
"91191","691","1872347","","0",,
"91191","691","1872348","","0",,
"91191","691","1872349","","0",,
"91191","691","1872350","","0",,
"91191","691","1872351","","0",,
"91191","691","1872352","","0",,
"91191","691","1872353","","0",,
"91191","691","1872354","","0",,
"91191","691","1872355","","0",,
"91191","691","1872356","","0",,
"91191","691","1872357","","0",,
"91191","691","1872358","","0",,
"91191","691","1872359","","0",,
"91191","691","1872360","","0",,
"91191","691","1872361","","0",,
"91191","691","1872362","","0",,
"91191","691","1872363","","0",,
"91191","691","1872364","","0",,
"91191","691","1872365","","0",,
"91191","691","1872366","","0",,
"91191","691","1872367","","0",,
"91191","691","1872368","","0",,
"91191","691","1872369","","0",,
"91191","691","1872370","","0",,
"91191","691","1872371","","0",,
"91191","691","1872372","","0",,
"91191","691","1872373","","0",,
"91191","691","1872374","","0",,
"91191","691","1872375","","0",,
"91191","691","1872376","","0",,
"91191","691","1872377","","0",,
"91191","691","1872378","","0",,
"91191","691","1872379","","0",,
"91191","691","1872380","","0",,
"91191","691","1872381","","0",,
"91191","691","1872382","","0",,
"91191","691","1872383","","0",,
"91191","691","1872384","","0",,
"91191","691","1872385","","0",,
"91191","691","1872386","","0",,
"91191","691","1872387","","0",,
"91191","691","1872388","","0",,
"91191","691","1872389","","0",,
"91191","691","1872390","","0",,
"91191","691","1872391","","0",,
"91191","691","1872401","","0",,
"91191","691","1872400","","0",,
"91191","691","1872399","","0",,
"91191","691","1872398","","0",,
"91191","691","1872397","","0",,
"91191","691","1872396","","0",,
"91191","691","1872395","","0",,
"91191","691","1872394","","0",,
"91191","691","1872393","","0",,
"91191","691","1872392","","0",,
"91191","691","1872332","","0",,
"91191","692","1872080","","0",,
"91191","692","1872081","","0",,
"91191","692","1872082","","0",,
"91191","692","1872083","","0",,
"91191","692","1872084","","0",,
"91191","692","1872085","","0",,
"91191","692","1872086","","0",,
"91191","692","1872087","","0",,
"91191","692","1872088","","0",,
"91191","692","1872089","","0",,
"91191","692","1872090","","0",,
"91191","692","1872091","","0",,
"91191","692","1872092","","0",,
"91191","692","1872093","","0",,
"91191","692","1872094","","0",,
"91191","692","1872095","","0",,
"91191","692","1872096","","0",,
"91191","692","1872097","","0",,
"91191","692","1872098","","0",,
"91191","692","1872099","","0",,
"91191","692","1872100","","0",,
"91191","692","1872101","","0",,
"91191","692","1872102","","0",,
"91191","692","1872105","","0",,
"91191","692","1872106","","0",,
"91191","692","1872107","","0",,
"91191","692","1872108","","0",,
"91191","692","1872109","","0",,
"91191","692","1872110","","0",,
"91190","692","1871874","","1",,
"91190","692","1871873","","1",,
"91190","692","1871872","","1",,
"91190","692","1871871","","1",,
"91190","692","1871868","","1",,
"91190","692","1871788","","1",,
"91190","692","1871787","","1",,
"91190","692","1871830","","1",,
"91190","692","1871831","","1",,
"91190","692","1871832","","1",,
"91190","692","1871833","","1",,
"91190","692","1871834","","1",,
"91190","692","1871835","","1",,
"91190","692","1871836","","1",,
"91190","692","1871837","","1",,
"91190","692","1871838","","1",,
"91190","692","1871839","","1",,
"91190","692","1871840","","1",,
"91190","692","1871841","","1",,
"91190","692","1871842","","1",,
"91190","692","1871843","","1",,
"91190","692","1871844","","1",,
"91190","692","1871845","","1",,
"91190","692","1871846","","1",,
"91190","692","1871847","","1",,
"91190","692","1871848","","1",,
"91190","692","1871849","","1",,
"91190","692","1871850","","1",,
"91190","692","1871851","","1",,
"91190","692","1871852","","1",,
"91190","692","1871853","","1",,
"91190","692","1871854","","1",,
"91190","692","1871855","","1",,
"91190","692","1871856","","1",,
"91190","692","1871857","","1",,
"91190","692","1871858","","1",,
"91190","692","1871859","","1",,
"91190","692","1871860","","1",,
"91191","692","1872214","","0",,
"91191","692","1872213","","0",,
"91191","692","1872212","","0",,
"91191","692","1872174","","0",,
"91191","692","1872173","","0",,
"91191","692","1872104","","0",,
"91191","692","1872103","","0",,
"91190","691","1872025","","1",,
