,trip_id,route_id,route_type,start_time,start_lat,start_lon,end_time,end_lat,end_lon,duration,operator,bearing
6704,344,Western Line,rail,2017-06-05 08:43:00,18.9520406,72.8181069,2017-06-05 08:46:00,18.9633787,72.8158439,180.0,rail,349.310268487
6671,342,Western Line,rail,2017-06-05 08:43:00,19.0547926,72.8406549,2017-06-05 08:46:00,19.0698428,72.8402856,180.0,rail,358.671416207
10477,542,Central Line,rail,2017-06-05 08:43:00,19.0274138,72.8501632,2017-06-05 08:47:00,19.0465879,72.8632167,240.0,rail,32.7634918498
6689,343,Western Line,rail,2017-06-05 08:43:00,19.0172909,72.8434865,2017-06-05 08:45:00,19.0274138,72.8501632,120.0,rail,31.945443505
10093,523,Central Line,rail,2017-06-05 08:43:00,18.9940922,72.8328531,2017-06-05 08:46:00,19.0091607,72.8376084,180.0,rail,16.6141959676
6653,341,Western Line,rail,2017-06-05 08:43:00,19.0995322,72.8439636,2017-06-05 08:48:00,19.1198548,72.8464601,300.0,rail,6.62092488241
6634,340,Western Line,rail,2017-06-05 08:43:00,19.1364893,72.8488709,2017-06-05 08:48:00,19.1645727,72.8492586,300.0,rail,0.747170353076
10027,519,Central Line,rail,2017-06-05 08:43:00,19.1423572,72.9377517,2017-06-05 08:46:00,19.1546597,72.9466564,180.0,rail,34.3629468109
4,0,Harbour Line,rail,2017-06-05 08:43:00,18.977184,72.844214,2017-06-05 08:45:00,18.9864926,72.8432859,120.0,rail,354.613972268
6723,345,Western Line,rail,2017-06-05 08:44:00,18.9352871,72.8272397,2017-06-05 08:47:00,18.9447204,72.824317,180.0,rail,343.666590179
1967,99,Harbour Line,rail,2017-06-05 08:44:00,18.9519928,72.8382706,2017-06-05 08:47:00,18.960941,72.839386,180.0,rail,6.72358943274
1930,97,Harbour Line,rail,2017-06-05 08:44:00,19.0485231,72.9327532,2017-06-05 08:52:00,19.0630606,72.9989048,480.0,rail,76.9112032348
70,4,Harbour Line,rail,2017-06-05 08:44:00,19.0658187,72.8899927,2017-06-05 08:46:00,19.0634447,72.9011277,120.0,rail,102.711693528
5232,280,Harbour Line,rail,2017-06-05 08:44:00,19.033328,73.0180205,2017-06-05 08:48:00,19.0216421,73.0183983,240.0,rail,178.249405647
10043,520,Central Line,rail,2017-06-05 08:44:00,19.0856491,72.9082207,2017-06-05 08:49:00,19.1123968,72.9282728,300.0,rail,35.3141150056
767,46,Harbour Line,rail,2017-06-05 08:44:00,18.9988746,72.8545373,2017-06-05 08:47:00,19.0161446,72.8589689,180.0,rail,13.6373483951
10076,522,Central Line,rail,2017-06-05 08:44:00,19.0172909,72.8434865,2017-06-05 08:47:00,19.0274138,72.8501632,180.0,rail,31.945443505
5240,281,Harbour Line,rail,2017-06-05 08:44:00,19.0995322,72.8439636,2017-06-05 08:47:00,19.0825552,72.8417627,180.0,rail,186.984496398
11198,571,Central Line,rail,2017-06-05 08:45:00,19.0802204,72.8983448,2017-06-05 08:48:00,19.0856491,72.9082207,180.0,rail,59.8153286205
737,44,Harbour Line,rail,2017-06-05 08:45:00,19.033328,73.0180205,2017-06-05 08:48:00,19.0216421,73.0183983,180.0,rail,178.249405647
5,0,Harbour Line,rail,2017-06-05 08:45:00,18.9864926,72.8432859,2017-06-05 08:48:00,18.9988746,72.8545373,180.0,rail,40.6698663406
3869,179,Harbour Line,rail,2017-06-05 08:45:00,18.968376,72.8434765,2017-06-05 08:47:00,18.977184,72.844214,120.0,rail,4.52734112355
11242,573,Central Line,rail,2017-06-05 08:45:00,18.9766017,72.8326658,2017-06-05 08:47:00,18.9868574,72.8327964,120.0,rail,0.689917617901
753,45,Harbour Line,rail,2017-06-05 08:45:00,19.055124,72.9154653,2017-06-05 08:48:00,19.0485231,72.9327532,180.0,rail,111.996185353
9664,491,Central Line,rail,2017-06-05 08:45:00,18.9398208,72.8354676,2017-06-05 08:48:00,18.9519928,72.8382706,180.0,rail,12.2875241639
12593,624,Central Line,rail,2017-06-05 08:45:00,19.0655986,72.8791535,2017-06-06 00:00:00,19.0802204,72.8983448,54900.0,rail,51.1258984318
1949,98,Harbour Line,rail,2017-06-05 08:45:00,19.0379842,72.8643402,2017-06-05 08:48:00,19.0523926,72.8691713,180.0,rail,17.5856883964
6690,343,Western Line,rail,2017-06-05 08:45:00,19.0274138,72.8501632,2017-06-05 08:48:00,19.0308365,72.8403917,180.0,rail,290.330759525
11153,569,Central Line,rail,2017-06-05 08:45:00,19.1860408,72.9758837,2017-06-05 08:49:00,19.1953173,72.9967104,240.0,rail,64.7504078463
14893,698,Central Line,rail,2017-06-05 08:45:00,19.227942,73.14926,2017-06-05 08:48:00,19.2179294,73.163033,180.0,rail,127.592640112
11107,567,Central Line,rail,2017-06-05 08:45:00,19.2256889,73.0970259,2017-06-05 08:51:00,19.2354082,73.131024,360.0,rail,73.1551489459
10010,518,Central Line,rail,2017-06-05 08:45:00,19.1565109,72.9637728,2017-06-05 08:49:00,19.1860408,72.9758837,240.0,rail,21.1752874688
11175,570,Central Line,rail,2017-06-05 08:45:00,19.1282039,72.928065,2017-06-05 08:47:00,19.1423572,72.9377517,120.0,rail,32.8865926418
10464,541,Central Line,rail,2017-06-05 08:45:00,19.1953173,72.9967104,2017-06-05 08:55:00,19.1885066,73.0417098,600.0,rail,99.1046660338
782,47,Harbour Line,rail,2017-06-05 08:45:00,18.9398208,72.8354676,2017-06-05 08:48:00,18.9519928,72.8382706,180.0,rail,12.2875241639
4999,267,Harbour Line,rail,2017-06-05 08:45:00,19.0655986,72.8791535,2017-06-05 08:47:00,19.0658187,72.8899927,120.0,rail,88.7692201184
1911,96,Harbour Line,rail,2017-06-05 08:45:00,19.0189654,73.0392056,2017-06-05 08:49:00,19.0264714,73.0595161,240.0,rail,68.648955243
10028,519,Central Line,rail,2017-06-05 08:46:00,19.1546597,72.9466564,2017-06-05 08:49:00,19.1565109,72.9637728,180.0,rail,83.4684783697
6672,342,Western Line,rail,2017-06-05 08:46:00,19.0698428,72.8402856,2017-06-05 08:48:00,19.0825552,72.8417627,120.0,rail,6.2667027607
10094,523,Central Line,rail,2017-06-05 08:46:00,19.0091607,72.8376084,2017-06-05 08:49:00,19.0172909,72.8434865,180.0,rail,34.3546197251
6705,344,Western Line,rail,2017-06-05 08:46:00,18.9633787,72.8158439,2017-06-05 08:48:00,18.9707714,72.8194532,120.0,rail,24.783570649
71,4,Harbour Line,rail,2017-06-05 08:46:00,19.0634447,72.9011277,2017-06-05 08:49:00,19.055124,72.9154653,180.0,rail,121.549922508
14342,683,Central Line,rail,2017-06-05 08:46:00,18.9398208,72.8354676,2017-06-06 00:00:00,18.9519928,72.8382706,54840.0,rail,12.2875241639
10060,521,Central Line,rail,2017-06-05 08:46:00,19.0655986,72.8791535,2017-06-05 08:49:00,19.0802204,72.8983448,180.0,rail,51.1258984318
5000,267,Harbour Line,rail,2017-06-05 08:47:00,19.0658187,72.8899927,2017-06-05 08:50:00,19.0634447,72.9011277,180.0,rail,102.711693528
768,46,Harbour Line,rail,2017-06-05 08:47:00,19.0161446,72.8589689,2017-06-05 08:51:00,19.0379842,72.8643402,240.0,rail,13.0890570683
6744,346,Western Line,rail,2017-06-05 08:47:00,18.9352871,72.8272397,2017-06-05 08:50:00,18.9447204,72.824317,180.0,rail,343.666590179
5241,281,Harbour Line,rail,2017-06-05 08:47:00,19.0825552,72.8417627,2017-06-05 08:50:00,19.0698428,72.8402856,180.0,rail,186.266702761
3870,179,Harbour Line,rail,2017-06-05 08:47:00,18.977184,72.844214,2017-06-05 08:49:00,18.9864926,72.8432859,120.0,rail,354.613972268
16147,739,Central Line,rail,2017-06-05 08:47:00,19.0172909,72.8434865,2017-06-06 00:00:00,19.0274138,72.8501632,54780.0,rail,31.945443505
10478,542,Central Line,rail,2017-06-05 08:47:00,19.0465879,72.8632167,2017-06-05 08:51:00,19.0655986,72.8791535,240.0,rail,38.3921476834
11243,573,Central Line,rail,2017-06-05 08:47:00,18.9868574,72.8327964,2017-06-05 08:49:00,18.9940922,72.8328531,120.0,rail,0.424586450075
11176,570,Central Line,rail,2017-06-05 08:47:00,19.1423572,72.9377517,2017-06-05 08:50:00,19.1546597,72.9466564,180.0,rail,34.3629468109
1968,99,Harbour Line,rail,2017-06-05 08:47:00,18.960941,72.839386,2017-06-05 08:49:00,18.968376,72.8434765,120.0,rail,27.4881659886
10077,522,Central Line,rail,2017-06-05 08:47:00,19.0274138,72.8501632,2017-06-05 08:51:00,19.0465879,72.8632167,240.0,rail,32.7634918498
6724,345,Western Line,rail,2017-06-05 08:47:00,18.9447204,72.824317,2017-06-05 08:49:00,18.9520406,72.8181069,120.0,rail,321.257130175
9665,491,Central Line,rail,2017-06-05 08:48:00,18.9519928,72.8382706,2017-06-05 08:50:00,18.960941,72.839386,120.0,rail,6.72358943274
6,0,Harbour Line,rail,2017-06-05 08:48:00,18.9988746,72.8545373,2017-06-05 08:51:00,19.0161446,72.8589689,180.0,rail,13.6373483951
1950,98,Harbour Line,rail,2017-06-05 08:48:00,19.0523926,72.8691713,2017-06-05 08:51:00,19.0655986,72.8791535,180.0,rail,35.5438455138
6691,343,Western Line,rail,2017-06-05 08:48:00,19.0308365,72.8403917,2017-06-05 08:52:00,19.0547926,72.8406549,240.0,rail,0.595024664641
13535,656,Central Line,rail,2017-06-05 08:48:00,19.218328,73.0868268,2017-06-06 00:00:00,19.2256889,73.0970259,54720.0,rail,52.6081603627
754,45,Harbour Line,rail,2017-06-05 08:48:00,19.0485231,72.9327532,2017-06-05 08:56:00,19.0630606,72.9989048,480.0,rail,76.9112032348
738,44,Harbour Line,rail,2017-06-05 08:48:00,19.0216421,73.0183983,2017-06-05 08:51:00,19.0189654,73.0392056,180.0,rail,97.7487284396
6706,344,Western Line,rail,2017-06-05 08:48:00,18.9707714,72.8194532,2017-06-05 08:51:00,18.9818838,72.823803,180.0,rail,20.3126975213
6673,342,Western Line,rail,2017-06-05 08:48:00,19.0825552,72.8417627,2017-06-05 08:51:00,19.0995322,72.8439636,180.0,rail,6.98449639792
783,47,Harbour Line,rail,2017-06-05 08:48:00,18.9519928,72.8382706,2017-06-05 08:51:00,18.960941,72.839386,180.0,rail,6.72358943274
6635,340,Western Line,rail,2017-06-05 08:48:00,19.1645727,72.8492586,2017-06-05 08:52:00,19.1848167,72.8483955,240.0,rail,357.693971414
11199,571,Central Line,rail,2017-06-05 08:48:00,19.0856491,72.9082207,2017-06-05 08:53:00,19.1123968,72.9282728,300.0,rail,35.3141150056
14894,698,Central Line,rail,2017-06-05 08:48:00,19.2179294,73.163033,2017-06-05 08:53:00,19.21012,73.1844207,300.0,rail,111.140214112
5233,280,Harbour Line,rail,2017-06-05 08:48:00,19.0216421,73.0183983,2017-06-05 08:51:00,19.0189654,73.0392056,180.0,rail,97.7487284396
6654,341,Western Line,rail,2017-06-05 08:48:00,19.1198548,72.8464601,2017-06-05 08:51:00,19.1364893,72.8488709,180.0,rail,7.79679353481
10061,521,Central Line,rail,2017-06-05 08:49:00,19.0802204,72.8983448,2017-06-05 08:52:00,19.0856491,72.9082207,180.0,rail,59.8153286205
3871,179,Harbour Line,rail,2017-06-05 08:49:00,18.9864926,72.8432859,2017-06-05 08:52:00,18.9988746,72.8545373,180.0,rail,40.6698663406
10095,523,Central Line,rail,2017-06-05 08:49:00,19.0172909,72.8434865,2017-06-05 08:52:00,19.0274138,72.8501632,180.0,rail,31.945443505
6725,345,Western Line,rail,2017-06-05 08:49:00,18.9520406,72.8181069,2017-06-05 08:52:00,18.9633787,72.8158439,180.0,rail,349.310268487
1969,99,Harbour Line,rail,2017-06-05 08:49:00,18.968376,72.8434765,2017-06-05 08:51:00,18.977184,72.844214,120.0,rail,4.52734112355
11244,573,Central Line,rail,2017-06-05 08:49:00,18.9940922,72.8328531,2017-06-05 08:52:00,19.0091607,72.8376084,180.0,rail,16.6141959676
4527,226,Harbour Line,rail,2017-06-05 08:49:00,18.9398208,72.8354676,2017-06-05 08:52:00,18.9519928,72.8382706,180.0,rail,12.2875241639
72,4,Harbour Line,rail,2017-06-05 08:49:00,19.055124,72.9154653,2017-06-05 08:52:00,19.0485231,72.9327532,180.0,rail,111.996185353
10044,520,Central Line,rail,2017-06-05 08:49:00,19.1123968,72.9282728,2017-06-05 08:52:00,19.1282039,72.928065,180.0,rail,359.288379163
11154,569,Central Line,rail,2017-06-05 08:49:00,19.1953173,72.9967104,2017-06-05 08:59:00,19.1885066,73.0417098,600.0,rail,99.1046660338
10029,519,Central Line,rail,2017-06-05 08:49:00,19.1565109,72.9637728,2017-06-05 08:53:00,19.1860408,72.9758837,240.0,rail,21.1752874688
1912,96,Harbour Line,rail,2017-06-05 08:49:00,19.0264714,73.0595161,2017-06-05 08:52:00,19.0165576,73.0806949,180.0,rail,116.341690479
11220,572,Central Line,rail,2017-06-05 08:49:00,19.0172909,72.8434865,2017-06-06 00:00:00,19.0274138,72.8501632,54660.0,rail,31.945443505
6745,346,Western Line,rail,2017-06-05 08:50:00,18.9447204,72.824317,2017-06-05 08:52:00,18.9520406,72.8181069,120.0,rail,321.257130175
5001,267,Harbour Line,rail,2017-06-05 08:50:00,19.0634447,72.9011277,2017-06-05 08:53:00,19.055124,72.9154653,180.0,rail,121.549922508
9666,491,Central Line,rail,2017-06-05 08:50:00,18.960941,72.839386,2017-06-05 08:53:00,18.9766017,72.8326658,180.0,rail,337.912203953
12595,624,Central Line,rail,2017-06-05 08:50:00,19.0856491,72.9082207,2017-06-06 00:00:00,19.1123968,72.9282728,54600.0,rail,35.3141150056
13552,657,Central Line,rail,2017-06-05 08:50:00,19.0655986,72.8791535,2017-06-06 00:00:00,19.0802204,72.8983448,54600.0,rail,51.1258984318
5242,281,Harbour Line,rail,2017-06-05 08:50:00,19.0698428,72.8402856,2017-06-05 08:54:00,19.0547926,72.8406549,240.0,rail,178.671416207
11177,570,Central Line,rail,2017-06-05 08:50:00,19.1546597,72.9466564,2017-06-05 08:53:00,19.1565109,72.9637728,180.0,rail,83.4684783697
12612,625,Central Line,rail,2017-06-05 08:50:00,18.9398208,72.8354676,2017-06-06 00:00:00,18.9519928,72.8382706,54600.0,rail,12.2875241639
6707,344,Western Line,rail,2017-06-05 08:51:00,18.9818838,72.823803,2017-06-05 08:54:00,18.9959822,72.8304157,180.0,rail,23.9179858059
6655,341,Western Line,rail,2017-06-05 08:51:00,19.1364893,72.8488709,2017-06-05 08:56:00,19.1645727,72.8492586,300.0,rail,0.747170353076
1951,98,Harbour Line,rail,2017-06-05 08:51:00,19.0655986,72.8791535,2017-06-05 08:54:00,19.0658187,72.8899927,180.0,rail,88.7692201184
10479,542,Central Line,rail,2017-06-05 08:51:00,19.0655986,72.8791535,2017-06-05 08:54:00,19.0802204,72.8983448,180.0,rail,51.1258984318
10466,541,Central Line,rail,2017-06-05 08:51:00,19.1902699,73.023094,2017-06-05 09:00:00,19.103227,73.0114051,540.0,rail,187.229939233
7,0,Harbour Line,rail,2017-06-05 08:51:00,19.0161446,72.8589689,2017-06-05 08:55:00,19.0379842,72.8643402,240.0,rail,13.0890570683
10107,524,Central Line,rail,2017-06-05 08:51:00,18.9398208,72.8354676,2017-06-05 08:54:00,18.9519928,72.8382706,180.0,rail,12.2875241639
6674,342,Western Line,rail,2017-06-05 08:51:00,19.0995322,72.8439636,2017-06-05 08:56:00,19.1198548,72.8464601,300.0,rail,6.62092488241
769,46,Harbour Line,rail,2017-06-05 08:51:00,19.0379842,72.8643402,2017-06-05 08:54:00,19.0523926,72.8691713,180.0,rail,17.5856883964
10078,522,Central Line,rail,2017-06-05 08:51:00,19.0465879,72.8632167,2017-06-05 08:55:00,19.0655986,72.8791535,240.0,rail,38.3921476834
784,47,Harbour Line,rail,2017-06-05 08:51:00,18.960941,72.839386,2017-06-05 08:53:00,18.968376,72.8434765,120.0,rail,27.4881659886
1970,99,Harbour Line,rail,2017-06-05 08:51:00,18.977184,72.844214,2017-06-05 08:53:00,18.9864926,72.8432859,120.0,rail,354.613972268
5234,280,Harbour Line,rail,2017-06-05 08:51:00,19.0189654,73.0392056,2017-06-05 08:54:00,19.0264714,73.0595161,180.0,rail,68.648955243
4528,226,Harbour Line,rail,2017-06-05 08:52:00,18.9519928,72.8382706,2017-06-05 08:55:00,18.960941,72.839386,180.0,rail,6.72358943274
16137,738,Central Line,rail,2017-06-05 08:52:00,19.5029353,73.3286636,2017-06-05 09:04:00,18.5631806,73.8406198,720.0,rail,152.752136742
1913,96,Harbour Line,rail,2017-06-05 08:52:00,19.0165576,73.0806949,2017-06-05 08:55:00,19.007521,73.095175,180.0,rail,123.427900299
73,4,Harbour Line,rail,2017-06-05 08:52:00,19.0485231,72.9327532,2017-06-05 09:00:00,19.0630606,72.9989048,480.0,rail,76.9112032348
10045,520,Central Line,rail,2017-06-05 08:52:00,19.1282039,72.928065,2017-06-05 08:54:00,19.1423572,72.9377517,120.0,rail,32.8865926418
6636,340,Western Line,rail,2017-06-05 08:52:00,19.1848167,72.8483955,2017-06-05 08:55:00,19.2045159,72.8520095,180.0,rail,9.82949442133
11245,573,Central Line,rail,2017-06-05 08:52:00,19.0091607,72.8376084,2017-06-05 08:55:00,19.0172909,72.8434865,180.0,rail,34.3546197251
10062,521,Central Line,rail,2017-06-05 08:52:00,19.0856491,72.9082207,2017-06-05 08:57:00,19.1123968,72.9282728,300.0,rail,35.3141150056
6746,346,Western Line,rail,2017-06-05 08:52:00,18.9520406,72.8181069,2017-06-05 08:55:00,18.9633787,72.8158439,180.0,rail,349.310268487
10096,523,Central Line,rail,2017-06-05 08:52:00,19.0274138,72.8501632,2017-06-05 08:56:00,19.0465879,72.8632167,240.0,rail,32.7634918498
1931,97,Harbour Line,rail,2017-06-05 08:52:00,19.0630606,72.9989048,2017-06-05 08:54:00,19.0661156,73.0093491,120.0,rail,72.8038200951
6692,343,Western Line,rail,2017-06-05 08:52:00,19.0547926,72.8406549,2017-06-05 08:55:00,19.0698428,72.8402856,180.0,rail,358.671416207
6726,345,Western Line,rail,2017-06-05 08:52:00,18.9633787,72.8158439,2017-06-05 08:54:00,18.9707714,72.8194532,120.0,rail,24.783570649
3872,179,Harbour Line,rail,2017-06-05 08:52:00,18.9988746,72.8545373,2017-06-05 08:55:00,19.0161446,72.8589689,180.0,rail,13.6373483951
6765,347,Western Line,rail,2017-06-05 08:53:00,18.9352871,72.8272397,2017-06-05 08:56:00,18.9447204,72.824317,180.0,rail,343.666590179
5002,267,Harbour Line,rail,2017-06-05 08:53:00,19.055124,72.9154653,2017-06-05 08:56:00,19.0485231,72.9327532,180.0,rail,111.996185353
1971,99,Harbour Line,rail,2017-06-05 08:53:00,18.9864926,72.8432859,2017-06-05 08:56:00,18.9988746,72.8545373,180.0,rail,40.6698663406
785,47,Harbour Line,rail,2017-06-05 08:53:00,18.968376,72.8434765,2017-06-05 08:55:00,18.977184,72.844214,120.0,rail,4.52734112355
11178,570,Central Line,rail,2017-06-05 08:53:00,19.1565109,72.9637728,2017-06-05 08:57:00,19.1860408,72.9758837,240.0,rail,21.1752874688
9667,491,Central Line,rail,2017-06-05 08:53:00,18.9766017,72.8326658,2017-06-05 08:55:00,18.9868574,72.8327964,120.0,rail,0.689917617901
14895,698,Central Line,rail,2017-06-05 08:53:00,19.21012,73.1844207,2017-06-05 09:02:00,18.9398208,72.8354676,540.0,rail,230.661807147
11200,571,Central Line,rail,2017-06-05 08:53:00,19.1123968,72.9282728,2017-06-05 08:56:00,19.1282039,72.928065,180.0,rail,359.288379163
1991,100,Harbour Line,rail,2017-06-05 08:53:00,18.9398208,72.8354676,2017-06-05 08:56:00,18.9519928,72.8382706,180.0,rail,12.2875241639
14345,683,Central Line,rail,2017-06-05 08:53:00,18.9766017,72.8326658,2017-06-06 00:00:00,18.9868574,72.8327964,54420.0,rail,0.689917617901
10480,542,Central Line,rail,2017-06-05 08:54:00,19.0802204,72.8983448,2017-06-05 08:57:00,19.0856491,72.9082207,180.0,rail,59.8153286205
10046,520,Central Line,rail,2017-06-05 08:54:00,19.1423572,72.9377517,2017-06-05 08:57:00,19.1546597,72.9466564,180.0,rail,34.3629468109
770,46,Harbour Line,rail,2017-06-05 08:54:00,19.0523926,72.8691713,2017-06-05 08:57:00,19.0655986,72.8791535,180.0,rail,35.5438455138
1952,98,Harbour Line,rail,2017-06-05 08:54:00,19.0658187,72.8899927,2017-06-05 08:56:00,19.0634447,72.9011277,120.0,rail,102.711693528
10108,524,Central Line,rail,2017-06-05 08:54:00,18.9519928,72.8382706,2017-06-05 08:56:00,18.960941,72.839386,120.0,rail,6.72358943274
6727,345,Western Line,rail,2017-06-05 08:54:00,18.9707714,72.8194532,2017-06-05 08:57:00,18.9818838,72.823803,180.0,rail,20.3126975213
5235,280,Harbour Line,rail,2017-06-05 08:54:00,19.0264714,73.0595161,2017-06-05 08:57:00,19.0165576,73.0806949,180.0,rail,116.341690479
5243,281,Harbour Line,rail,2017-06-05 08:54:00,19.0547926,72.8406549,2017-06-05 08:57:00,19.0308365,72.8403917,180.0,rail,180.595024665
1932,97,Harbour Line,rail,2017-06-05 08:54:00,19.0661156,73.0093491,2017-06-05 08:57:00,19.0553455,73.0159365,180.0,rail,149.967643506
11265,574,Central Line,rail,2017-06-05 08:54:00,18.9398208,72.8354676,2017-06-06 00:00:00,18.9519928,72.8382706,54360.0,rail,12.2875241639
6708,344,Western Line,rail,2017-06-05 08:54:00,18.9959822,72.8304157,2017-06-05 08:57:00,19.0074692,72.8359424,180.0,rail,24.4612302875
11156,569,Central Line,rail,2017-06-05 08:55:00,19.1902699,73.023094,2017-06-05 09:04:00,19.103227,73.0114051,540.0,rail,187.229939233
6693,343,Western Line,rail,2017-06-05 08:55:00,19.0698428,72.8402856,2017-06-05 08:57:00,19.0825552,72.8417627,120.0,rail,6.2667027607
13554,657,Central Line,rail,2017-06-05 08:55:00,19.0856491,72.9082207,2017-06-06 00:00:00,19.1123968,72.9282728,54300.0,rail,35.3141150056
3873,179,Harbour Line,rail,2017-06-05 08:55:00,19.0161446,72.8589689,2017-06-05 08:59:00,19.032281,72.857215,240.0,rail,354.133135508
8,0,Harbour Line,rail,2017-06-05 08:55:00,19.0379842,72.8643402,2017-06-05 08:58:00,19.0523926,72.8691713,180.0,rail,17.5856883964
16150,739,Central Line,rail,2017-06-05 08:55:00,19.0655986,72.8791535,2017-06-06 00:00:00,19.0802204,72.8983448,54300.0,rail,51.1258984318
9668,491,Central Line,rail,2017-06-05 08:55:00,18.9868574,72.8327964,2017-06-05 08:57:00,18.9940922,72.8328531,120.0,rail,0.424586450075
11246,573,Central Line,rail,2017-06-05 08:55:00,19.0172909,72.8434865,2017-06-05 08:58:00,19.0274138,72.8501632,180.0,rail,31.945443505
11291,575,Central Line,rail,2017-06-05 08:55:00,18.9398208,72.8354676,2017-06-05 08:58:00,18.9519928,72.8382706,180.0,rail,12.2875241639
6637,340,Western Line,rail,2017-06-05 08:55:00,19.2045159,72.8520095,2017-06-05 09:00:00,19.2294266,72.8569936,300.0,rail,10.6987894044
4529,226,Harbour Line,rail,2017-06-05 08:55:00,18.960941,72.839386,2017-06-05 08:57:00,18.968376,72.8434765,120.0,rail,27.4881659886
1914,96,Harbour Line,rail,2017-06-05 08:55:00,19.007521,73.095175,2017-06-05 09:00:00,18.990894,73.1207371,300.0,rail,124.525310155
6747,346,Western Line,rail,2017-06-05 08:55:00,18.9633787,72.8158439,2017-06-05 08:57:00,18.9707714,72.8194532,120.0,rail,24.783570649
10079,522,Central Line,rail,2017-06-05 08:55:00,19.0655986,72.8791535,2017-06-05 08:58:00,19.0802204,72.8983448,180.0,rail,51.1258984318
786,47,Harbour Line,rail,2017-06-05 08:55:00,18.977184,72.844214,2017-06-05 08:57:00,18.9864926,72.8432859,120.0,rail,354.613972268
1992,100,Harbour Line,rail,2017-06-05 08:56:00,18.9519928,72.8382706,2017-06-05 08:59:00,18.960941,72.839386,180.0,rail,6.72358943274
10109,524,Central Line,rail,2017-06-05 08:56:00,18.960941,72.839386,2017-06-05 08:59:00,18.9766017,72.8326658,180.0,rail,337.912203953
10097,523,Central Line,rail,2017-06-05 08:56:00,19.0465879,72.8632167,2017-06-05 09:00:00,19.0655986,72.8791535,240.0,rail,38.3921476834
6656,341,Western Line,rail,2017-06-05 08:56:00,19.1645727,72.8492586,2017-06-05 09:00:00,19.1848167,72.8483955,240.0,rail,357.693971414
5003,267,Harbour Line,rail,2017-06-05 08:56:00,19.0485231,72.9327532,2017-06-05 09:04:00,19.0630606,72.9989048,480.0,rail,76.9112032348
11201,571,Central Line,rail,2017-06-05 08:56:00,19.1282039,72.928065,2017-06-05 08:58:00,19.1423572,72.9377517,120.0,rail,32.8865926418
6675,342,Western Line,rail,2017-06-05 08:56:00,19.1198548,72.8464601,2017-06-05 08:59:00,19.1364893,72.8488709,180.0,rail,7.79679353481
755,45,Harbour Line,rail,2017-06-05 08:56:00,19.0630606,72.9989048,2017-06-05 08:58:00,19.0661156,73.0093491,120.0,rail,72.8038200951
6766,347,Western Line,rail,2017-06-05 08:56:00,18.9447204,72.824317,2017-06-05 08:58:00,18.9520406,72.8181069,120.0,rail,321.257130175
1953,98,Harbour Line,rail,2017-06-05 08:56:00,19.0634447,72.9011277,2017-06-05 08:59:00,19.055124,72.9154653,180.0,rail,121.549922508
1972,99,Harbour Line,rail,2017-06-05 08:56:00,18.9988746,72.8545373,2017-06-05 08:59:00,19.0161446,72.8589689,180.0,rail,13.6373483951
803,48,Harbour Line,rail,2017-06-05 08:57:00,18.9398208,72.8354676,2017-06-05 09:00:00,18.9519928,72.8382706,180.0,rail,12.2875241639
5236,280,Harbour Line,rail,2017-06-05 08:57:00,19.0165576,73.0806949,2017-06-05 09:00:00,19.007521,73.095175,180.0,rail,123.427900299
13537,656,Central Line,rail,2017-06-05 08:57:00,19.2354082,73.131024,2017-06-05 09:01:00,19.227942,73.14926,240.0,rail,113.442485966
4530,226,Harbour Line,rail,2017-06-05 08:57:00,18.968376,72.8434765,2017-06-05 08:59:00,18.977184,72.844214,120.0,rail,4.52734112355
10063,521,Central Line,rail,2017-06-05 08:57:00,19.1123968,72.9282728,2017-06-05 09:00:00,19.1282039,72.928065,180.0,rail,359.288379163
771,46,Harbour Line,rail,2017-06-05 08:57:00,19.0655986,72.8791535,2017-06-05 09:00:00,19.0658187,72.8899927,180.0,rail,88.7692201184
6728,345,Western Line,rail,2017-06-05 08:57:00,18.9818838,72.823803,2017-06-05 09:00:00,18.9959822,72.8304157,180.0,rail,23.9179858059
787,47,Harbour Line,rail,2017-06-05 08:57:00,18.9864926,72.8432859,2017-06-05 09:00:00,18.9988746,72.8545373,180.0,rail,40.6698663406
10047,520,Central Line,rail,2017-06-05 08:57:00,19.1546597,72.9466564,2017-06-05 09:00:00,19.1565109,72.9637728,180.0,rail,83.4684783697
5244,281,Harbour Line,rail,2017-06-05 08:57:00,19.0308365,72.8403917,2017-06-05 09:00:00,19.032281,72.857215,180.0,rail,84.8101913233
6694,343,Western Line,rail,2017-06-05 08:57:00,19.0825552,72.8417627,2017-06-05 09:00:00,19.0995322,72.8439636,180.0,rail,6.98449639792
10126,525,Central Line,rail,2017-06-05 08:57:00,18.9398208,72.8354676,2017-06-06 00:00:00,18.9519928,72.8382706,54180.0,rail,12.2875241639
6709,344,Western Line,rail,2017-06-05 08:57:00,19.0074692,72.8359424,2017-06-05 08:59:00,19.0172909,72.8434865,120.0,rail,35.9872952541
6748,346,Western Line,rail,2017-06-05 08:57:00,18.9707714,72.8194532,2017-06-05 09:00:00,18.9818838,72.823803,180.0,rail,20.3126975213
9669,491,Central Line,rail,2017-06-05 08:57:00,18.9940922,72.8328531,2017-06-05 09:00:00,19.0091607,72.8376084,180.0,rail,16.6141959676
